REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,UOM,VALUE
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,3212300
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,1
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,6338500
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,6803100
2020,Canada,"Total, 12 years and over",Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,9644900
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,10149200
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,7634800
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,8091100
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","Low 95% confidence interval, number of persons",Number,405600
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese","High 95% confidence interval, number of persons",Number,505000
2020,Canada,"Total, 12 years and over",Both sexes,"Body mass index, self-reported, youth (12 to 17 years old), overweight or obese",Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,5777100
2020,Canada,"Total, 12 years and over",Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,6102300
2020,Canada,"Total, 12 years and over",Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,2182400
2020,Canada,"Total, 12 years and over",Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,2400000
2020,Canada,"Total, 12 years and over",Both sexes,Diabetes,Statistically different from previous reference period,Number,-1
2020,Canada,"Total, 12 years and over",Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,2660800
2020,Canada,"Total, 12 years and over",Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,2979600
2020,Canada,"Total, 12 years and over",Both sexes,Asthma,Statistically different from previous reference period,Number,1
2020,Canada,"Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,774700
2020,Canada,"Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,892100
2020,Canada,"Total, 12 years and over",Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,5306400
2020,Canada,"Total, 12 years and over",Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,5623600
2020,Canada,"Total, 12 years and over",Both sexes,High blood pressure,Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,2776900
2020,Canada,"Total, 12 years and over",Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,3096300
2020,Canada,"Total, 12 years and over",Both sexes,Mood disorder,Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,3996400
2020,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,4358900
2020,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,-1
2020,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,2782700
2020,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,3086900
2020,Canada,"Total, 12 years and over",Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,-1
2020,Canada,"Total, 12 years and over",Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,6456900
2020,Canada,"Total, 12 years and over",Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,6911900
2020,Canada,"Total, 12 years and over",Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,1588200
2020,Canada,"Total, 12 years and over",Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,1821200
2020,Canada,"Total, 12 years and over",Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,0
2020,Canada,"Total, 12 years and over",Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,5133100
2020,Canada,"Total, 12 years and over",Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,5555600
2020,Canada,"Total, 12 years and over",Both sexes,Heavy drinking,Statistically different from previous reference period,Number,-1
2020,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,15555900
2020,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,16118200
2020,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2020,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","Low 95% confidence interval, number of persons",Number,858500
2020,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)","High 95% confidence interval, number of persons",Number,982400
2020,Canada,"Total, 12 years and over",Both sexes,"Self-reported physical activity, average 60 minutes per day, youth (12 to 17 years old)",Statistically different from previous reference period,Number,
2020,Canada,"Total, 12 years and over",Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2020,Canada,"Total, 12 years and over",Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2020,Canada,"Total, 12 years and over",Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2020,Canada,"Total, 12 years and over",Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
